YEAR,ROUND,BETTER_SEED,BETTER_TEAM,WORSE_SEED,WORSE_TEAM,UPSET,KENPOM ADJUSTED EFFICIENCY,KENPOM ADJUSTED OFFENSE,KENPOM ADJUSTED DEFENSE,KENPOM ADJUSTED TEMPO,BARTTORVIK ADJUSTED EFFICIENCY,BARTTORVIK ADJUSTED OFFENSE,BARTTORVIK ADJUSTED DEFENSE,BARTHAG,ELITE SOS,BARTTORVIK ADJUSTED TEMPO,2PT %,3PT %,FREE THROW %,EFG %,FREE THROW RATE,3PT RATE,ASSIST %,OFFENSIVE REBOUND %,DEFENSIVE REBOUND %,BLOCK %,TURNOVER %,2PT % DEFENSE,3PT % DEFENSE,FREE THROW % DEFENSE,EFG % DEFENSE,FREE THROW RATE DEFENSE,3PT RATE DEFENSE,OP ASSIST %,OP O REB %,OP D REB %,BLOCKED %,TURNOVER % DEFENSE,WINS ABOVE BUBBLE,WIN %,POINTS PER POSSESSION OFFENSE,POINTS PER POSSESSION DEFENSE
2025,3,2,Michigan State,6,Ole Miss,0,,,-5.3341000000000065,,4.552,,,,-6.616999999999997,-0.11800000000000921,,,4.299999999999997,0.10000000000000142,2.1999999999999957,-7.5,8.100000000000001,9.899999999999999,6.200000000000003,0.9000000000000004,3.8000000000000007,,-4.800000000000004,1.7000000000000028,-4.399999999999999,-6.399999999999999,-2.6000000000000014,-4.899999999999999,,,-3.3999999999999995,-4.100000000000001,,15.151510000000002,,
2025,3,3,Texas Tech,10,Arkansas,0,,,2.029600000000002,,12.860999999999997,,,,-1.3370000000000033,-3.709000000000003,,,3.0,2.799999999999997,-5.800000000000001,7.899999999999999,5.299999999999997,6.699999999999996,-0.20000000000000284,-7.300000000000001,-1.6999999999999993,,-0.1999999999999993,-3.0,-0.29999999999999716,4.100000000000001,-5.399999999999999,-3.6000000000000014,,,0.9000000000000004,-0.10000000000000142,,15.151520000000005,,
2025,3,1,Duke,4,Arizona,0,,,-6.977400000000003,,9.708999999999996,,,,-13.629000000000001,-4.155999999999992,,,0.0,4.5,-4.5,10.799999999999997,1.3999999999999986,-0.6999999999999957,2.0,-1.4000000000000004,-1.799999999999999,,-2.700000000000003,0.09999999999999432,-4.100000000000001,-3.8000000000000007,-4.0,-1.8000000000000043,,,2.999999999999999,1.0999999999999979,,26.47059,,
2025,3,1,Florida,4,Maryland,0,,,0.3580000000000041,,7.898999999999997,,,,6.413,-0.32499999999998863,,,-3.700000000000003,1.2000000000000028,-0.29999999999999716,8.100000000000001,2.0,7.100000000000001,-1.5999999999999943,0.3000000000000007,0.5,,-1.0999999999999979,-3.200000000000003,-1.7000000000000028,7.100000000000001,1.5,-3.0,,,2.1999999999999993,-3.1999999999999993,,12.477710000000002,,
2025,3,2,Alabama,6,BYU,0,,,-3.9620999999999924,,4.924999999999997,,,,11.279999999999994,7.444999999999993,,,1.0999999999999943,-0.9000000000000057,9.900000000000002,-2.0999999999999943,-5.799999999999997,1.4000000000000057,-3.1000000000000085,0.29999999999999893,-0.9000000000000021,,-3.9999999999999964,-0.19999999999998863,-2.700000000000003,4.399999999999999,-9.299999999999997,-8.400000000000006,,,3.6999999999999993,-3.6999999999999993,,3.03031,,
2025,2,4,Arizona,5,Oregon,0,,,0.3301000000000016,,9.595000000000002,,,,8.259999999999998,2.2099999999999937,,,2.1000000000000085,0.6999999999999957,3.200000000000003,-4.0,2.3000000000000043,5.299999999999997,0.7000000000000028,1.9000000000000004,0.0,,1.9000000000000021,-0.6999999999999886,-0.5,1.5,4.5,2.9000000000000057,,,-2.1000000000000005,-1.0,,-8.021390000000011,,
2025,2,2,Michigan State,10,New Mexico,0,,,-4.726700000000008,,8.167000000000002,,,,10.318999999999999,-5.215000000000003,,,9.699999999999989,0.4000000000000057,0.0,0.5,10.100000000000001,3.799999999999997,1.0,-1.0,1.0000000000000018,,-5.899999999999999,5.5,-3.1000000000000014,-1.8999999999999986,3.1000000000000014,-6.100000000000001,,,-1.7000000000000002,-4.100000000000001,,3.693179999999998,,
2025,2,3,Iowa State,6,Ole Miss,1,,,-3.341700000000003,,6.084,,,,-4.5859999999999985,0.5630000000000024,,,1.9000000000000057,3.5,2.8999999999999986,-3.3000000000000043,0.3999999999999986,6.800000000000004,2.3999999999999915,-2.200000000000001,4.099999999999998,,0.5,4.5,-2.1000000000000014,-10.600000000000001,-3.299999999999997,-3.0,,,-1.8999999999999986,1.3000000000000007,,6.060600000000008,,
2025,2,4,Maryland,12,Colorado State,0,,,-7.2224000000000075,,7.515000000000001,,,,8.451,3.8289999999999935,,,-2.0,-2.0,1.0999999999999979,-7.299999999999997,-12.399999999999999,4.600000000000001,-1.9000000000000057,4.0,-2.8999999999999986,,-2.400000000000002,5.800000000000011,-1.5,-7.700000000000003,-2.1000000000000014,2.1999999999999957,,,-1.6999999999999993,3.5,,2.2281700000000058,,
2025,2,2,Alabama,7,Saint Mary's,0,,,4.460099999999997,,9.096999999999998,,,,23.788999999999998,12.877999999999993,,,2.0999999999999943,5.399999999999999,8.700000000000003,12.800000000000004,-3.0,-5.799999999999997,-4.299999999999997,-0.3000000000000007,1.5999999999999996,,-0.3999999999999986,-4.299999999999997,1.6999999999999957,8.899999999999999,3.8000000000000007,-10.300000000000004,,,4.999999999999999,-3.1000000000000014,,-8.617419999999996,,
2025,2,3,Kentucky,6,Illinois,0,,,1.5662999999999982,,1.4299999999999997,,,,4.2280000000000015,-0.465999999999994,,,-2.1000000000000085,3.700000000000003,1.2999999999999972,-5.199999999999996,4.800000000000004,-7.300000000000001,0.3999999999999915,2.200000000000001,-0.6000000000000014,,-2.4999999999999964,0.7999999999999972,3.1000000000000014,4.199999999999999,13.100000000000001,0.5,,,-0.8000000000000007,1.3000000000000007,,3.030309999999993,,
2025,2,1,Duke,9,Baylor,0,,,-9.879800000000003,,15.956999999999997,,,,-12.351000000000003,1.0859999999999985,,,3.8000000000000114,5.899999999999999,1.1000000000000014,5.199999999999996,4.600000000000001,-0.3999999999999986,4.700000000000003,2.299999999999999,-1.700000000000001,,-4.5,1.5999999999999943,-6.700000000000003,-8.100000000000001,-2.8999999999999986,-8.5,,,-1.3000000000000007,-1.1000000000000014,,34.926469999999995,,
2025,2,1,Florida,8,UConn,0,,,-10.520399999999995,,14.107999999999997,,,,7.664999999999999,5.734000000000009,,,-7.299999999999997,-0.5,2.0,1.0,-11.600000000000001,2.5,-1.3999999999999915,-5.599999999999998,-2.1000000000000014,,-5.5,-2.299999999999997,-3.0,-7.0,3.0999999999999943,2.1999999999999957,,,-0.3000000000000007,1.5,,18.538320000000013,,
2025,2,2,Tennessee,7,UCLA,0,,,-6.497900000000001,,5.593,,,,6.645999999999994,-1.2050000000000054,,,4.0,-0.20000000000000284,2.5,7.0,-0.29999999999999716,2.6000000000000014,-0.8999999999999915,5.600000000000001,0.09999999999999964,,-5.400000000000002,-0.9000000000000057,-6.100000000000001,-5.200000000000003,0.30000000000000426,-11.299999999999997,,,2.0999999999999996,-5.0,,10.661760000000001,,
2025,2,1,Houston,8,Gonzaga,0,,,-8.496300000000005,,9.927000000000003,,,,12.465,-8.716000000000008,,,-6.0,-3.0,-2.6999999999999993,1.0,-17.5,3.3999999999999986,-2.8999999999999915,7.5,1.4000000000000004,,0.6999999999999993,-1.8999999999999915,-2.6000000000000014,5.5,2.5,6.5,,,-1.5,3.5,,12.477710000000002,,
2025,2,3,Wisconsin,6,BYU,1,,,-3.8200999999999965,,-0.036000000000001364,,,,0.367999999999995,0.27299999999999613,,,12.299999999999997,-3.6000000000000014,3.599999999999998,-0.19999999999999574,-5.0,-5.299999999999997,-0.5,-3.700000000000001,-3.5000000000000018,,-1.7999999999999972,1.7000000000000028,-2.700000000000003,-1.3999999999999986,-5.299999999999997,-2.9000000000000057,,,2.3000000000000007,-2.6999999999999993,,1.5584399999999903,,
2025,2,1,Auburn,9,Creighton,0,,,-4.798999999999992,,16.303,,,,13.986999999999998,0.6409999999999911,,,0.7000000000000028,-0.09999999999999432,5.0,-8.399999999999999,-7.899999999999999,7.399999999999999,-3.0999999999999943,5.800000000000001,-4.700000000000001,,-3.5000000000000036,2.0999999999999943,-1.0,22.300000000000004,-0.4000000000000057,-3.0999999999999943,,,-3.4000000000000004,5.699999999999999,,14.260239999999996,,
2025,2,3,Texas Tech,11,Drake,0,,,-1.2181000000000068,,15.238,,,,22.598999999999997,6.955000000000005,,,5.700000000000003,1.7000000000000028,-13.3,7.800000000000004,4.299999999999997,-1.7000000000000028,-2.700000000000003,-0.40000000000000036,-3.8000000000000007,,-0.10000000000000142,-2.5999999999999943,-3.700000000000003,-2.299999999999997,-5.0,-3.0,,,0.2999999999999998,-4.700000000000003,,-14.564999999999998,,
2025,2,4,Texas A&M,5,Michigan,1,,,-2.759600000000006,,1.8500000000000014,,,,2.662000000000006,-3.3389999999999986,,,-3.299999999999997,-7.0,6.700000000000003,-4.899999999999999,-10.799999999999997,8.799999999999997,2.0,4.6,-1.6000000000000014,,2.099999999999998,3.799999999999997,1.9000000000000057,6.799999999999997,8.100000000000001,19.9,,,7.300000000000001,3.6999999999999993,,-4.779409999999999,,
2025,2,2,Saint John's,10,Arkansas,1,,,-7.6875,,7.02,,,,-8.620999999999999,0.833999999999989,,,-4.5,-3.0,-5.300000000000001,-6.400000000000002,0.5,9.699999999999996,-0.6000000000000085,-0.3000000000000007,-0.9000000000000004,,-0.09999999999999787,-5.5,-1.6999999999999957,1.0,1.2999999999999972,7.299999999999997,,,1.200000000000001,4.399999999999999,,27.629230000000007,,
2025,2,4,Purdue,12,McNeese State,0,,,-0.24800000000000466,,12.370999999999999,,,,25.692,-0.20699999999999363,,,2.299999999999997,3.0,-1.1000000000000014,1.3999999999999986,7.600000000000001,-3.700000000000003,1.3999999999999915,-6.500000000000001,-0.5999999999999996,,-1.5000000000000036,1.6999999999999886,4.5,-0.3999999999999986,-3.8999999999999986,3.0,,,0.0,-3.8000000000000007,,-13.978490000000008,,
2025,1,5,Oregon,12,Liberty,0,,,-2.468900000000005,,3.2979999999999983,,,,22.587000000000003,2.2830000000000013,,,10.899999999999991,-6.199999999999996,2.5,-9.100000000000001,-6.800000000000004,11.700000000000003,-1.2000000000000028,2.3,0.8999999999999986,,3.6999999999999993,-1.5,3.200000000000003,1.3999999999999986,3.0,10.899999999999999,,,-0.29999999999999893,0.7000000000000028,,-7.91789,,
2025,1,2,Michigan State,15,Bryant,0,,,-15.057000000000002,,24.584,,,,25.397,-4.475999999999999,,,6.299999999999997,0.20000000000000284,7.399999999999999,-2.0999999999999943,12.899999999999999,1.0999999999999943,4.200000000000003,-1.5,0.10000000000000142,,-4.300000000000004,0.20000000000000284,-1.6000000000000014,3.1000000000000014,5.399999999999999,10.5,,,2.0999999999999996,0.0,,16.193179999999998,,
2025,1,6,Illinois,11,Xavier,0,,,-0.241800000000012,,5.251000000000001,,,,10.486,2.317999999999998,,,-3.5,-1.6000000000000014,-2.6000000000000014,9.5,-12.0,10.8,-1.0999999999999943,1.8999999999999995,-0.1999999999999993,,-0.6000000000000014,-0.5999999999999943,-3.3000000000000043,-1.3000000000000007,-6.800000000000004,-10.200000000000003,,,-2.5,-4.900000000000002,,-1.9886399999999966,,
2025,1,8,UConn,9,Oklahoma,0,,,1.9159999999999968,,2.7669999999999995,,,,-9.350000000000001,-4.64500000000001,,,-0.30000000000001137,0.6000000000000014,-9.0,0.7000000000000028,12.0,9.100000000000001,4.299999999999997,11.099999999999998,-0.1999999999999993,,4.600000000000001,0.09999999999999432,-2.8000000000000043,4.200000000000003,-7.699999999999996,-3.0999999999999943,,,-1.5,-2.6000000000000014,,9.090909999999994,,
2025,1,4,Arizona,13,Akron,0,,,-10.351600000000005,,20.611,,,,34.5,-1.3140000000000072,,,3.5,-2.5,9.8,-10.799999999999997,-1.7999999999999972,2.6000000000000014,0.5,2.1999999999999993,-0.40000000000000213,,1.7000000000000028,-1.5999999999999943,-0.8999999999999986,-4.5000000000000036,3.8999999999999986,8.5,,,-0.2999999999999998,-0.5999999999999979,,-16.544120000000007,,
2025,1,7,Marquette,10,New Mexico,1,,,0.8905999999999921,,3.304000000000002,,,,9.818999999999999,-5.356999999999999,,,3.8999999999999915,1.2000000000000028,-11.699999999999996,14.099999999999994,-2.0,-1.3999999999999986,-5.400000000000006,-3.4000000000000004,-2.0999999999999996,,-1.9999999999999964,6.099999999999994,0.6999999999999957,-4.800000000000001,1.5,0.6000000000000014,,,-0.8000000000000007,1.0,,-8.428030000000007,,
2025,1,3,Kentucky,14,Troy,0,,,-1.2169000000000096,,19.118,,,,29.405,4.730000000000004,,,1.2000000000000028,5.899999999999999,-1.8999999999999986,-3.0999999999999943,1.1000000000000014,-9.900000000000002,6.099999999999994,-1.5,-4.699999999999999,,-1.8000000000000007,-0.20000000000000284,3.1999999999999957,1.6999999999999993,5.399999999999999,-4.700000000000003,,,-2.3000000000000007,-5.800000000000001,,-1.0752700000000033,,
2025,1,1,Florida,16,Norfolk State,0,,,-16.6104,,36.507,,,,25.749000000000002,3.210000000000008,,,-3.5,2.6000000000000014,-6.399999999999999,15.900000000000002,3.1000000000000014,5.300000000000004,5.0,3.3000000000000007,-3.3000000000000007,,-4.299999999999997,-0.29999999999999716,-4.400000000000006,-1.8999999999999986,-5.400000000000006,-12.800000000000004,,,-0.7000000000000011,-1.6000000000000014,,20.493350000000007,,
2025,1,4,Maryland,13,Grand Canyon,0,,,-8.886400000000009,,16.733,,,,20.939,-1.6260000000000048,,,2.0,2.5999999999999943,-11.0,1.8999999999999986,-1.7000000000000028,-1.5,1.3999999999999915,-1.0,-3.8999999999999986,,-1.4000000000000021,0.8000000000000114,0.0,-6.300000000000004,1.3999999999999986,1.0,,,-2.299999999999999,-0.40000000000000213,,-2.3674199999999956,,
2025,1,6,Ole Miss,11,North Carolina,0,,,-3.552499999999995,,1.4250000000000007,,,,6.169999999999995,-2.5849999999999937,,,0.09999999999999432,-3.1000000000000014,0.8000000000000043,3.200000000000003,2.5,-3.8000000000000007,-3.700000000000003,2.700000000000001,-2.299999999999999,,-0.7999999999999972,-4.299999999999997,0.8999999999999986,9.5,6.100000000000001,10.799999999999997,,,0.6999999999999993,5.300000000000001,,3.809529999999995,,
2025,1,7,Saint Mary's,10,Vanderbilt,0,,,-9.622199999999992,,4.7059999999999995,,,,-13.303999999999998,-7.7989999999999995,,,-5.200000000000003,-0.8000000000000043,-2.6000000000000014,-6.800000000000004,7.0,8.299999999999997,4.799999999999997,-1.0,0.40000000000000036,,-5.699999999999999,2.700000000000003,-6.699999999999996,-14.0,-6.199999999999999,6.800000000000004,,,-4.2,-3.3999999999999986,,21.875,,
2025,1,1,Duke,16,Mount Saint Mary's,0,,,-17.01700000000001,,45.22,,,,21.695999999999998,-1.61099999999999,,,5.400000000000006,6.399999999999999,1.1000000000000014,4.399999999999999,-2.5,4.100000000000001,1.7999999999999972,2.6999999999999993,-7.299999999999999,,-0.5,-2.299999999999997,-3.5,-1.3000000000000007,-6.600000000000001,-0.8999999999999986,,,0.1999999999999993,1.799999999999999,,27.54010999999999,,
2025,1,5,Memphis,12,Colorado State,1,,,-0.8153000000000077,,-5.2780000000000005,,,,0.12600000000000122,4.641999999999996,,,-7.299999999999997,-2.1999999999999957,7.599999999999998,-9.699999999999996,-10.799999999999997,8.700000000000003,-7.0,5.1,1.8000000000000007,,-0.8999999999999986,3.0,0.0,0.0,2.8000000000000043,6.899999999999999,,,1.3000000000000007,2.400000000000002,,11.764710000000008,,
2025,1,3,Iowa State,14,Lipscomb,0,,,-10.742599999999996,,19.852,,,,25.043999999999997,2.459000000000003,,,-3.8999999999999915,-1.2999999999999972,7.100000000000001,-10.5,-0.5,8.200000000000003,-1.9000000000000057,2.499999999999999,2.4999999999999982,,2.200000000000003,7.900000000000006,-0.20000000000000284,6.599999999999998,3.5,15.799999999999997,,,-0.7999999999999989,5.9,,0.8522700000000043,,
2025,1,2,Alabama,15,Robert Morris,0,,,-8.25909999999999,,30.401999999999997,,,,38.224,6.745999999999995,,,-0.4000000000000057,5.0,1.7000000000000028,9.400000000000006,-6.600000000000001,-0.5999999999999943,-0.9000000000000057,-1.8000000000000007,-1.8000000000000007,,-3.400000000000002,-2.1999999999999886,-2.3999999999999986,3.8999999999999986,-0.5,-7.600000000000001,,,2.799999999999999,-5.300000000000001,,0.0,,
2025,1,8,Mississippi State,9,Baylor,1,,,-1.0275999999999925,,-1.657,,,,-4.657000000000004,3.3429999999999893,,,-4.599999999999994,0.20000000000000284,0.6000000000000014,2.0999999999999943,-0.20000000000000284,-1.5,1.7000000000000028,6.0,-1.0000000000000018,,0.7000000000000028,-0.4000000000000057,0.6999999999999957,1.8999999999999986,3.4000000000000057,-6.699999999999996,,,-2.4000000000000004,0.1999999999999993,,7.386360000000003,,
2025,1,3,Texas Tech,14,UNC Wilmington,0,,,-9.90310000000001,,23.872999999999998,,,,26.540999999999997,0.42199999999999704,,,1.1000000000000085,3.299999999999997,-8.099999999999998,8.399999999999999,4.100000000000001,-1.1000000000000014,-0.4000000000000057,-2.5,-1.1999999999999993,,-2.6999999999999993,1.4000000000000057,-2.8999999999999986,3.1999999999999993,-8.5,-3.299999999999997,,,-1.5,0.0,,-2.3674199999999956,,
2025,1,5,Michigan,12,UC San Diego,0,,,-1.546199999999999,,4.2109999999999985,,,,25.187999999999995,3.640999999999991,,,-1.7999999999999972,-0.8999999999999986,1.2000000000000028,-7.100000000000001,1.2000000000000028,7.600000000000001,-1.3999999999999915,1.8000000000000007,6.4,,-1.8000000000000007,-2.4000000000000057,-1.4000000000000057,-1.3000000000000007,-5.399999999999999,-6.899999999999999,,,-2.5999999999999996,-7.300000000000001,,-13.970590000000001,,
2025,1,2,Saint John's,15,Omaha,0,,,-23.025199999999998,,19.726000000000003,,,,14.895000000000001,2.4029999999999916,,,-4.3999999999999915,-3.799999999999997,-6.199999999999999,-8.3,4.200000000000003,8.099999999999998,-3.5,7.8,-0.09999999999999964,,-3.3000000000000007,-4.900000000000006,-6.5,-7.300000000000004,-3.700000000000003,4.399999999999999,,,0.0,6.999999999999998,,25.735290000000006,,
2025,1,7,UCLA,10,Utah State,0,,,-10.514500000000012,,5.245000000000001,,,,11.615000000000002,-2.6019999999999897,,,0.09999999999999432,-3.0,-4.700000000000003,-6.299999999999997,-0.6000000000000014,-1.8000000000000043,1.0999999999999943,1.0999999999999996,-0.09999999999999964,,-0.5999999999999943,3.0,-1.2999999999999972,-1.6000000000000014,0.3999999999999986,-0.6000000000000014,,,-2.5,2.6000000000000014,,-9.375,,
2025,1,6,Missouri,11,Drake,1,,,2.471999999999994,,12.127000000000002,,,,23.768,9.512999999999998,,,1.7999999999999972,2.4000000000000057,3.799999999999997,4.700000000000003,-4.700000000000003,-2.299999999999997,-6.400000000000006,-1.0,-3.400000000000002,,1.5999999999999979,4.1000000000000085,-1.0,-0.5,-0.8999999999999986,0.29999999999999716,,,2.8,-2.1000000000000014,,-23.655910000000006,,
2025,1,4,Texas A&M,13,Yale,0,,,-11.3005,,12.363999999999999,,,,28.35,-1.125,,,-4.099999999999994,-7.299999999999997,9.700000000000003,5.600000000000001,-5.699999999999996,8.799999999999997,-2.0,2.0999999999999996,3.799999999999999,,-0.30000000000000426,0.20000000000000284,-0.5999999999999943,6.599999999999998,-1.0,6.0,,,7.200000000000001,3.599999999999998,,-6.25,,
2025,1,7,Kansas,10,Arkansas,1,,,-2.4893,,6.616,,,,5.186999999999998,-0.9660000000000082,,,-2.3000000000000114,0.3999999999999986,-11.2,-2.4000000000000057,7.699999999999996,2.799999999999997,0.7999999999999972,-2.3000000000000007,0.1999999999999993,,-1.0,0.20000000000000284,-2.0999999999999943,-1.3999999999999986,1.2000000000000028,4.199999999999996,,,1.9000000000000004,-1.9000000000000004,,3.030300000000004,,
2025,1,2,Tennessee,15,Wofford,0,,,-20.980400000000003,,26.407,,,,28.599999999999994,-0.10699999999999932,,,7.5,-0.5,4.299999999999997,-4.700000000000003,5.200000000000003,-0.10000000000000142,-3.8999999999999915,7.300000000000001,-0.8999999999999986,,-6.699999999999999,4.799999999999997,-7.399999999999999,-6.800000000000004,-0.6999999999999957,-2.799999999999997,,,-0.5999999999999996,2.9000000000000004,,26.28676,,
2025,1,8,Gonzaga,9,Georgia,0,,,0.21810000000000684,,6.724999999999998,,,,-11.666,3.747,,,8.399999999999991,3.200000000000003,-8.899999999999999,-3.299999999999997,14.299999999999997,-3.3999999999999986,5.3999999999999915,-6.399999999999999,-5.600000000000001,,-0.6999999999999993,-0.9000000000000057,0.29999999999999716,-1.7999999999999972,0.0,-0.29999999999999716,,,-1.200000000000001,0.1999999999999993,,13.257580000000004,,
2025,1,6,BYU,11,VCU,0,,,5.106699999999989,,6.124000000000002,,,,18.816000000000003,1.0660000000000025,,,-4.0,4.800000000000004,-2.0000000000000036,0.8999999999999986,3.3999999999999986,-3.4000000000000057,3.9000000000000057,-5.799999999999999,0.8000000000000007,,4.199999999999996,-1.4000000000000057,6.200000000000003,-6.600000000000001,9.100000000000001,6.100000000000001,,,0.7999999999999998,-3.400000000000002,,-9.090909999999994,,
2025,1,5,Clemson,12,McNeese State,1,,,-5.8386,,10.823,,,,13.599,-0.9879999999999995,,,5.8999999999999915,0.30000000000000426,-7.5000000000000036,1.6999999999999957,2.1999999999999957,-1.0,1.3999999999999915,-1.4000000000000004,-0.5,,0.0,-1.4000000000000057,1.3999999999999986,-3.799999999999997,-8.300000000000004,-11.299999999999997,,,-0.7000000000000011,-1.5,,1.173019999999994,,
2025,1,1,Auburn,16,Alabama State,0,,,-17.22269999999999,,44.487,,,,33.956,0.14999999999999147,,,4.200000000000003,8.600000000000001,3.6000000000000014,-2.299999999999997,10.100000000000001,5.9999999999999964,0.7999999999999972,8.1,0.20000000000000107,,-4.199999999999999,3.5999999999999943,-4.299999999999997,0.5,-4.700000000000003,-10.099999999999994,,,-1.5999999999999996,-1.2000000000000028,,30.303029999999993,,
2025,1,1,Houston,16,SIU Edwardsville,0,,,-18.4217,,41.223,,,,30.412999999999997,-4.375,,,6.199999999999989,3.8000000000000043,-4.900000000000002,-1.7999999999999972,-7.0,4.300000000000001,-0.20000000000000284,4.300000000000001,-2.5000000000000018,,-2.1000000000000014,0.6000000000000085,-2.6000000000000014,0.8999999999999986,4.5,6.299999999999997,,,-1.4000000000000004,4.399999999999999,,24.90196000000001,,
