ROUND,BETTER_SEED,WORSE_SEED,BARTTORVIK ADJUSTED EFFICIENCY,BARTTORVIK ADJUSTED TEMPO,FREE THROW %,OFFENSIVE REBOUND %,3PT RATE DEFENSE,KENPOM ADJUSTED DEFENSE,EFG % DEFENSE,TURNOVER % DEFENSE,3PT % DEFENSE,EFG %,ASSIST %,FREE THROW RATE,TURNOVER %,WIN %,FREE THROW % DEFENSE,BLOCKED %,3PT RATE,FREE THROW RATE DEFENSE,DEFENSIVE REBOUND %,ELITE SOS,OP ASSIST %,BLOCK %,UPSET
2,3,6,5.800000000000001,0.0,6.0,-7.399999999999999,-1.2999999999999972,9.699999999999989,1.2000000000000028,-1.900000000000002,2.299999999999997,9.5,7.0,-3.3999999999999986,-2.9999999999999982,16.540000000000006,2.299999999999997,-4.3,9.6,-9.999999999999996,-6.699999999999989,-0.889999999999997,0.5,0.5999999999999996,0
3,2,3,3.099999999999998,-4.1000000000000085,2.799999999999997,3.200000000000003,-2.200000000000003,-9.700000000000005,-5.800000000000004,-3.0,-1.5,-3.5,-9.599999999999994,3.1000000000000014,1.1999999999999993,8.830000000000013,2.200000000000003,1.2000000000000002,-0.6999999999999993,-5.0,3.9000000000000057,-5.66,-1.8000000000000045,5.9,1
1,8,9,3.400000000000002,3.6000000000000085,-4.900000000000006,2.3000000000000043,-3.1000000000000014,2.8999999999999915,1.1000000000000014,-0.6999999999999993,-1.8999999999999984,2.200000000000003,2.200000000000003,-23.3,-5.799999999999997,10.32,2.4000000000000057,-1.5,-4.599999999999998,-13.8,-1.2000000000000028,-3.2300000000000004,-14.5,-2.0,0
1,3,14,19.3,4.700000000000003,-6.900000000000006,2.700000000000003,1.3000000000000007,-11.599999999999994,-0.0999999999999943,5.600000000000001,0.0,-1.2000000000000028,4.0,3.700000000000003,-2.6999999999999997,14.489999999999997,-2.5999999999999943,-2.999999999999999,-1.599999999999998,5.299999999999997,-3.799999999999997,16.86,1.1000000000000014,-0.0999999999999996,0
1,3,14,19.3,-9.200000000000005,1.5999999999999943,3.6999999999999993,5.600000000000001,-11.799999999999995,-4.100000000000001,0.0,-3.3999999999999986,1.5,15.4,-4.700000000000003,1.5999999999999996,12.829999999999998,-5.899999999999992,-1.1999999999999993,6.0,-3.0,1.7999999999999972,12.95,5.900000000000006,-0.0999999999999996,0
4,1,2,3.6999999999999993,5.900000000000006,-9.300000000000004,1.6999999999999955,-10.2,-9.600000000000009,-3.6000000000000014,4.800000000000001,-3.400000000000002,1.6000000000000014,8.5,6.0,3.1,15.240000000000007,0.2000000000000028,0.8999999999999995,2.4000000000000057,3.000000000000004,4.400000000000006,-13.9,-6.899999999999999,0.9000000000000004,0
2,4,5,-7.800000000000001,3.0999999999999943,0.0,2.9999999999999964,6.800000000000001,4.099999999999994,3.899999999999999,2.3000000000000007,4.299999999999997,-4.700000000000003,-3.3000000000000043,1.3000000000000045,1.3999999999999986,-6.450000000000003,3.4000000000000057,-0.0999999999999996,-6.199999999999996,9.4,-3.200000000000003,5.970000000000002,9.700000000000005,1.0,1
1,3,14,20.945,5.575000000000003,3.0,4.200000000000003,-3.3000000000000007,-1.956000000000003,2.299999999999997,-3.1999999999999997,3.199999999999996,-0.6000000000000014,-8.0,6.4999999999999964,-3.4000000000000004,3.137254909999996,-4.099999999999994,0.4000000000000003,-6.800000000000004,-5.600000000000001,0.3000000000000113,20.861,1.5,-3.0,0
1,7,10,1.477000000000002,-2.879000000000005,-6.200000000000003,8.7,-7.799999999999997,-3.688999999999993,-3.700000000000003,-1.4999999999999982,-1.0,-2.799999999999997,-10.199999999999996,-0.9000000000000021,2.200000000000001,-9.090909090000013,3.299999999999997,-0.6000000000000005,-7.600000000000001,1.7000000000000028,-2.800000000000012,8.666,2.699999999999996,7.699999999999999,0
1,4,13,9.9,8.700000000000003,0.7000000000000028,2.700000000000003,5.300000000000004,-1.6000000000000083,-1.0,-3.3000000000000007,-2.599999999999998,5.399999999999999,-13.4,6.600000000000001,1.599999999999998,11.25,2.200000000000003,-1.8000000000000007,-7.100000000000001,-4.399999999999999,3.1000000000000085,8.46,-6.899999999999999,4.4,1
